id,title,authors,fandoms,rating,warnings,category,completion,date,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
51088570,"Snälla Lämna Inte, Jag Kan Inte Hantera Tanken",BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],Mature,No Archive Warnings Apply,M/M,Complete Work,24 Oct 2023,['Chiro/SPRX-77 (Super Robot Monkey Team)'],"['Chiro (Super Robot Monkey Team)', 'SPRX-77 (Super Robot Monkey Team)', 'Jinmay (Super Robot Monkey Team)']","['Age Difference', 'Older Man/Younger Man', 'Insecurities', 'Obsessive Compulsive Disorder', 'Svenska | Swedish']",Innan Chiro behöver lämna låter Sprx en del av sig själv glida igenom.,Svenska,"1,145",1/1,,,,2
51063319,Monoshin existerar??????!!!!?!?!1!1!1!,Mmbling,['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],Not Rated,Choose Not To Use Archive Warnings,M/M,Work in Progress,23 Oct 2023,"['Monoma Neito/Shinsou Hitoshi', 'Monoma Neito & Tokage Setsuna', 'Kendou Itsuka & Shinsou Hitoshi', 'Jirou Kyouka/Kaminari Denki']","['Monoma Neito', 'Shinsou Hitoshi', 'Kendou Itsuka', 'Tokage Setsuna', 'Yanagi Reiko', 'Kodai Yui', 'Kuroiro Shihai', 'Komori Kinoko', 'Rin Hiryuu', 'Shishida Juurouta', 'Tsuburaba Kousei', 'Sero Hanta', 'Bakugou Katsuki', 'Ashido Mina', 'Hagakure Tooru', 'Kaminari Denki', 'Jirou Kyouka']","['Monoma Neito Being an Asshole', 'Monoma Neito Needs a Hug', 'Insomniac Shinsou Hitoshi', 'Shinsou Hitoshi is a Good Friend', 'Shinsou Hitoshi is in Class 1-B', 'How Do I Tag', 'I Wrote This Instead of Sleeping', 'I Tried']","Monoma Neito har växt up i ett hushåll där man aldrig pratade om homosexualitet. Han är förvirrad, arg, och besviken. Shinsou hitoshi är en aning med på att han troligen är gay. Han har bara aldrig blivit förälskad  TA INTE DET HÄR SERIÖST JAG KAN INTE SOVA OCH HAR TRÅKIGT!!!!! Åhhhhh fyfan vad rolig jag är som skriver en fanfic på svenska Om du märker några stavfel så ska du få veta att jag inte läser igenom min text för jag trycker att jag inte har tid för det. Om du känner för att läsa så läs snälla i en göteborgsk dialekt det gör allt 100% roligare",Svenska,"2,850",1/?,4,4,1,64
51019723,Aldrig Mer Tack,BloomingSkyes264,"['Steven Universe (Cartoon)', 'She-Ra and the Princesses of Power (2018)']",General Audiences,No Archive Warnings Apply,Gen,Complete Work,22 Oct 2023,['Amethyst (Steven Universe) & Double Trouble (She-Ra)'],"['Amethyst (Steven Universe)', 'Double Trouble (She-Ra)']","['Tears', 'Crossover', 'Alternate Universe - Modern Setting', 'All Gems Are Humans', 'Gems Are Humans', 'Sick Character', 'Svenska | Swedish']",Dubbeltrubbel och Amelia tittar på Coco. Tårar blir följden.,Svenska,332,1/1,,,,17
50991382,"Åh, Mitt Hjärta (Jag Kan Inte Stoppa Smärtan)",BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],General Audiences,No Archive Warnings Apply,"F/M, M/M, Multi",Complete Work,20 Oct 2023,['Antauri/Nova/Otto (Super Robot Monkey Team)'],"['Antauri (Super Robot Monkey Team)', 'Nova (Super Robot Monkey Team)', 'Otto (Super Robot Monkey Team)']","['Polyamory', 'Jealousy', 'Fear', 'Emotional Hurt/Comfort', 'Cheek Kisses', 'Cuddling', 'Svenska | Swedish']","Nova kämpar med svartsjuka, Otto och Antauri hjälper till.",Svenska,963,1/1,,,,2
50951428,Knyta vänskapsband,Talsarion467,['碧蓝航线 | Azur Lane (Video Game)'],General Audiences,Choose Not To Use Archive Warnings,Gen,Work in Progress,19 Oct 2023,[],"['Commander (Azur Lane)', 'Hood (Azur Lane)', 'Rodney (Azur Lane)', 'Bismarck (Azur Lane)']","['Outing', 'Conversations']","Bismarck var känd med en av många kvaliteter, främst sänkningen av Hood i Danska Viken, mellan Grönland och Island. Fast hennes personlighet var inte riktigt eftertänksam. Så då söker hon en som kan hjälpa henne",Svenska,571,1/2,,,,28
50849953,"jag, en humanist",redheqd,['Original Work'],Not Rated,Choose Not To Use Archive Warnings,No category,Complete Work,15 Oct 2023,[],[],"['Essays', 'Reflection', 'Svenska | Swedish']","Håll ett informerande/resonerande tal på ca 5 (3-6) minuter på temat “Jag - en humanist”, dvs tala om ett ämne kopplat till humaniora.",Svenska,949,1/1,3,2,,28
50796397,Kompromiss,BloomingSkyes264,"['Sonic the Hedgehog - All Media Types', 'Sonic the Hedgehog (Video Games)']",General Audiences,No Archive Warnings Apply,Gen,Complete Work,13 Oct 2023,"['Sage (Sonic the Hedgehog) & Original Character(s)', 'Dr. Eggman | Dr. Robotnik & Sage', 'Dr. Eggman | Dr. Robotnik & Original Character(s)']","['Dr. Eggman | Dr. Robotnik', 'Sage (Sonic the Hedgehog)', 'Original Sonic the Hedgehog Character(s)']","['Self-Insert', 'Nonbinary Character', 'Co-Parenting', 'Mother-Daughter Relationship', 'Father-Daughter Relationship', 'Svenska | Swedish']","Även om två personer inte gillar varandra, görs kompromisser för deras barns skull.",Svenska,743,1/1,,1,,15
50790868,Huvudklappar,BloomingSkyes264,['Hero: 108'],General Audiences,No Archive Warnings Apply,M/M,Complete Work,13 Oct 2023,['Jumpy Ghostface | The Rabbit King/Lin Chung'],"['Jumpy Ghostface | The Rabbit King', 'Lin Chung']","['Crush', 'No Dialogue', 'Svenska | Swedish']","Skugga älskar och njuter av Lin Chungs huvudklappar, men det finns mer i det.",Svenska,343,1/1,,,,7
50724766,Mördaren,OsmanthusWine25,['Original Work'],Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,10 Oct 2023,['No Romantic Relationship(s)'],"['Original Male Character(s)', 'Original Female Character(s)']",['Baserad på Killers(iron maiden)'],,Svenska,491,1/1,,,,10
50702320,En kväll den 8:e oktober,svartsoffa,['Kent (Sweden Band)'],Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,09 Oct 2023,['Markus Mustonen/Sami Sirviö'],"['Markus Mustonen', 'Sami Sirviö', 'Jocke Berg', 'Filip Berg']","['Kärlek', 'pojkvänner', 'gay shit', 'kvällsro', 'myspys', 'jocke är tjurig', 'pizzza', 'black&whitepizza', 'yummy', 'oktober', 'Kväll', 'Kent - Freeform', 'dom har repat', 'förutom Markus', 'han ville vara hemma och slappa']","Sami kommer hem efter att ha repat med bandet. Markus är hemma för att han ville slappa istället. Sami är trött, han ignorerar Markus och fortsätter till sovrummet. Dom pratar och myser i sängen tills båda somnar.",Svenska,751,1/1,,3,,10
50680477,Ni har inte gjort något fel,ageminiheart,['Young Royals (TV 2021)'],Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,08 Oct 2023,['Simon Eriksson/Wilhelm'],"['Wilhelm (Young Royals)', 'Kristina (Young Royals)']","['media leak', 'Social Media', 'Getting Outed', 'phonecall', 'description of anxiety', 'A short description of media outing them', 'a tad bit inspired of rwrb', 'Varför skriver jag på engelska? Jag menar såklart:', 'Det här är en liten scen om att media outar simon och wille', 'och det är absolut inspirerat av RWRB']",Media får tag i mejl som har skickats mellan Wille och Simon.,Svenska,"1,911",1/1,8,27,1,330
50652430,Mamihlapinatapai [Svenska],BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],General Audiences,No Archive Warnings Apply,F/F,Complete Work,07 Oct 2023,['Chiro/Jinmay (Super Robot Monkey Team)'],"['Chiro (Super Robot Monkey Team)', 'Jinmay (Super Robot Monkey Team)']","['Fluff', 'Alternate Universe - Gender Changes', 'Genderbending', 'No Dialogue', 'Nervousness', 'Anxiety', 'Svenska | Swedish']","(substantiv) En blick som delas av två personer, som var och en önskar att den andra skulle initiera något de båda önskar men ingen av dem vill börja.",Svenska,410,1/1,,,,4
50608150,Jag Vill Dig För Ikväll,BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],Mature,No Archive Warnings Apply,M/M,Complete Work,06 Oct 2023,['Chiro/SPRX-77 (Super Robot Monkey Team)'],"['Chiro (Super Robot Monkey Team)', 'SPRX-77 (Super Robot Monkey Team)']","['Age Difference', 'Older Man/Younger Man', 'Fluff', 'Post-Coital Cuddling', 'Cuddling', 'Post Series', 'Aged-Up Character(s)', 'Implied/Referenced Sex', 'Svenska | Swedish']",Sprx och Chiro gosar tills de somnar.,Svenska,258,1/1,,,,6
50593504,Rosa Kärlek,BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],Mature,No Archive Warnings Apply,M/M,Complete Work,05 Oct 2023,['Chiro/SPRX-77 (Super Robot Monkey Team)'],"['Chiro (Super Robot Monkey Team)', 'SPRX-77 (Super Robot Monkey Team)', 'Antauri (Super Robot Monkey Team)', 'Nova (Super Robot Monkey Team)']","['Age Difference', 'Older Man/Younger Man', 'Alternate Universe', 'Age Swap', 'Flirting', 'Crush', 'Fluff', 'Svenska | Swedish']","En pilot lär sig aldrig när han ska sluta försöka, inte som Chiro har något emot det.",Svenska,803,1/1,,,,3
50568304,Himlen (Under Stjärnorna),BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],General Audiences,No Archive Warnings Apply,F/M,Complete Work,04 Oct 2023,['Antauri/Nova (Super Robot Monkey Team)'],"['Antauri (Super Robot Monkey Team)', 'Nova (Super Robot Monkey Team)']","['Fluff', 'Drabble', 'Svenska | Swedish']",Antauri och Nova vilade bredvid Superrobotens hals när det duggregnade.,Svenska,385,1/1,,,,2
50530597,Ska bara känna på din päls...,DreamersWithCoats,['Dunderklumpen!'],Explicit,No Archive Warnings Apply,M/M,Complete Work,03 Oct 2023,"['Pappa Beppe/Humlan (Dunderklumpen!)', 'Background Pappa Beppe/Mamma Kerstin (Dunderklumpen!)']","['Pappa Beppe (Dunderklumpen!)', 'Humlan (DunderKlumpen!)', 'Mentioned Mamma Kerstin (Dunderklumpen!)']","['Mildly Dubious Consent', 'Food Kink', '(kind of)', 'Aphrodisiacs', 'Sensual Stroking', 'Coming Untouched', 'The Author Regrets Everything', 'Not Beta Read', 'THANKFULLY']","Den där scenen då Beppe smeker Humlans päls, fast erotiskt.",Svenska,600,1/1,,2,,25
50443513,Med Din Kropp Pressad Mot Min,BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],General Audiences,No Archive Warnings Apply,"F/M, Other",Complete Work,30 Sep 2023,['Gibson ~ Nova (Super Robot Monkey Team)'],"['Gibson (Super Robot Monkey Team)', 'Nova (Super Robot Monkey Team)']","['Fluff', 'No Dialogue', 'Queerplatonic Relationships', 'Slow Dancing', 'Forehead Touching', 'Forehead Kisses', 'Minor Poly Monkeys', 'Svenska | Swedish']",Hon såg på honom; hans ansikte hade en enkel fråga skriven över det hela. Vill du dansa?,Svenska,391,1/1,,,,5
50410255,Hermiones minne,TildaHarold,['Harry Potter - J. K. Rowling'],General Audiences,No Archive Warnings Apply,Gen,Complete Work,29 Sep 2023,[],"['Harry Potter', 'Hermione Granger', 'Ron Weasley']","['Character Study', 'Sort Of', 'different POV']",,Svenska,694,1/1,,1,,35
50386999,En Ljusare Dag,Jag_kan_vara_allt,['Original Work'],Not Rated,Choose Not To Use Archive Warnings,No category,Complete Work,28 Sep 2023,[],[],['Light Angst'],"Jag satt ensam på sovrummet, och det var första julaftonen efter Nea dog. Eller Del 2 av En Värld i Grått som utspelar sig ungefär en månad senare.",Svenska,850,1/1,,1,,4
50368429,Mötet som kan förändra allt,Talsarion467,['碧蓝航线 | Azur Lane (Video Game)'],General Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,27 Sep 2023,[],"['Enterprise (Azur Lane)', 'Queen Elizabeth (Azur Lane)', 'Nagato (Azur Lane)', 'Bismarck (Azur Lane)']","['First Meetings', 'Post-War']","Orochi var utslaget, Azur Lane och de andra hade gjort sitt och Sirenerna hade backat ut. För den här gången. Men det var mycket som behövde göras. Det första, ett fredsavtal",Svenska,"1,788",2/2,,,,26
50352076,En Värld i Grått,Jag_kan_vara_allt,['Original Work'],Not Rated,Choose Not To Use Archive Warnings,No category,Complete Work,26 Sep 2023,[],[],['Light Angst'],"Det var kallt och jag satt ensam på busshållplatsen. Världen hade tappat sina färger och allt verkade grått. Eller Den första saken jag lägger upp här, en kort novell i jag-perspektiv om att förlora någon kär.",Svenska,943,1/1,,2,,10
50351593,Leo och Rebeckas dag ute på stan,evil_white_haired_people_kisser,['呪術廻戦 | Jujutsu Kaisen (Anime)'],Not Rated,"Graphic Depictions Of Violence, Major Character Death, No Archive Warnings Apply, Rape/Non-Con, Underage","F/F, F/M, Gen, M/M, Multi, Other",Complete Work,26 Sep 2023,['queer platonic - Relationship'],['Leo & Rebecka'],['friends - Freeform'],Loe och Rebecka går ut på stan och har kul.,Svenska,"1,818",3/3,11,3,,29
50330692,"Tack för allt jag ser, tack för allt som sker.",Heilyx,['Dunderklumpen!'],General Audiences,No Archive Warnings Apply,Gen,Complete Work,25 Sep 2023,['Elvira Fattigan & Enöga (Dunderklumpen!)'],"['Elvira Fattigan (Dunderklumpen!)', 'Enöga (Dunderklumpen!)']","['Reflection', 'Fluff', 'Friendship', 'Ficlet']",Elvira uppskattar stunden.,Svenska,171,1/1,,1,,9
50327983,Jag Är Fri Som En Fågel,Anonymous,['Original Work'],Mature,No Archive Warnings Apply,Gen,Complete Work,25 Sep 2023,[],[],"['Implied/Referenced Suicide', 'Suicide', 'Suicidal Thoughts', 'Poetry', 'Mental Health Issues', 'Author Is Sleep Deprived']",En dikt om självmord som jag skrev i skolan!,Svenska,80,1/1,,2,,19
50323084,Skillnaden mellan beslutsamhet och det rätta,Talsarion467,['碧蓝航线 | Azur Lane (Video Game)'],General Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,25 Sep 2023,[],"['Commander (Azur Lane)', 'Unicorn (Azur Lane)', 'Illustrious (Azur Lane)', 'Shoukaku (Azur Lane)', 'Zuikaku (Azur Lane)']","['Outing', 'Cultural Differences']","I den tecknade animerade serien av Azur Lane så har Zuikaku alltid utmanat Enterprise, i bekostnad till att riskera Shoukaku. Nu får de två tran systrarna inse vad risken verkligen betydde för Azur Lane, när de får träffa Illustrious",Svenska,"1,309",1/1,,,,2
50259331,Hillerska (Svensk version),SilvaGrey,['Young Royals (TV 2021)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,07 Mar 2024,['Simon Eriksson/Wilhelm'],"['Simon Eriksson', 'Sara Eriksson', 'Linda (Young Royals)', 'Wilhelm (Young Royals)', 'Erik (Young Royals)', 'Original Characters', 'Ayub (Young Royals)']","['Mobbning', 'svordommar', 'ungdomar som dricker alkohol', 'homofobi', 'Sexism', 'Rasism', 'icke-grafisk beskrivning av våld', 'Pre-Canon', 'Prat om droger', 'Prat om död och saknad']",Det var så här det började; ett skolmöte en blåsig vårdag och tre uttråkade killar som ger sig ut i Stockholmsnatten.,Svenska,"6,250",3/3,8,15,2,354
50251309,Arizona’s mardröm,Talsarion467,['碧蓝航线 | Azur Lane (Video Game)'],General Audiences,Choose Not To Use Archive Warnings,F/M,Complete Work,22 Sep 2023,['Arizona/Commander (Azur Lane)'],"['Commander (Azur Lane)', 'Arizona (Azur Lane)']","['Trauma', 'Nightmares', 'Comfort']",Arizona vaknar upp mitt i natten och söker hjälp från en som kan lyssna på henne,Svenska,870,1/1,,,,31
50012827,"Nagato, väktaren av Sakura Imperiet",Talsarion467,['碧蓝航线 | Azur Lane (Video Game)'],General Audiences,Choose Not To Use Archive Warnings,F/M,Complete Work,11 Sep 2023,['Commander/Nagato (Azur Lane)'],"['Commander (Azur Lane)', 'Nagato (Azur Lane)', 'Kawakaze (Azur Lane)', 'Mutsu (Azur Lane)', 'Shoukaku (Azur Lane)', 'Zuikaku (Azur Lane)']","['First Meetings', 'POV Female Character', 'Developing Relationship']","Nagato, som var en av de Stora 7, och hennes syster Mutsu som alltid hade många frågor, skulle bege sig till basen Azur Lane där en ny kommendör hade tagit över. Vad de inte förväntar sig, att den här kommendören är rätt ung",Svenska,"3,762",3/3,,,,42
49814317,Varsel,UnoCrowntwig,['Rederiet (TV)'],Mature,No Archive Warnings Apply,M/M,Complete Work,16 Sep 2023,"['Torbjörn ""Joker"" Jonasson/Uno Kronkvist', 'Uno Kronkvist & Micki Sandell', 'Uno Kronkvist & Vera Bengtsson']","['Uno Kronkvist', 'Torbjörn ""Joker"" Jonasson', 'Micki Sandell', 'Vera Bengtsson']","['Friends to Lovers', 'missförstånd', 'ännu mer missförstånd', 'allvarligt talat läs inte detta om ni inte gillar missförstånd', 'det är praktiskt taget en förväxlingskomedi', 'Sexual Content', 'svartsjuka', 'lite smut', 'lite fluff', 'Frottage']","Tar sin början några dagar efter sista avsnittet av s12, och utspelar sig parallellt med vissa händelser från de första avsnitten av s13. Uno har blivit opererad och börjar få sina syner, men den här gången med en twist. (Har ingenting med Stephen Kings Varsel att göra, ifall att någon nu skulle tro det)",Svenska,"17,952",9/9,,2,,57
49714318,Friends with benefits,PapercraneandGreenapples,['Harry Potter - J. K. Rowling'],Mature,No Archive Warnings Apply,F/M,Complete Work,29 Aug 2023,['Hermione Granger/Severus Snape'],"['Hermione Granger', 'Severus Snape']","['Sex', 'Anal Sex', 'Oral Sex', 'Rough Sex', 'Vaginal Sex', 'BDSM', 'Light BDSM', 'Safeword Use', 'Spanking', 'Friends With Benefits', 'Smut', 'Shameless Smut', 'Pet Names', 'Master/Pet', 'Rope Bondage', 'Aftercare', 'Porn', 'PWP without Porn']","Hermione vill testa på bdsm och Snape hjälper henne att undersöka hennes sexualitet, men är det verkligen bara sex?",Svenska,"1,878",1/1,5,6,1,200
49502515,Dina Armar Är Vårt Slott,BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],General Audiences,No Archive Warnings Apply,"F/M, M/M, Multi",Complete Work,21 Aug 2023,['Nova/Otto/SPRX-77 (Super Robot Monkey Team)'],"['Nova (Super Robot Monkey Team)', 'Otto (Super Robot Monkey Team)', 'SPRX-77 (Super Robot Monkey Team)']","['Fluff', 'Polyamory', 'Hugs', 'Drabble', 'Svenska | Swedish']",Otto drog in Sprx och Nova i en kram.,Svenska,109,1/1,,,,6
49496980,Stanna och Stirra,BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],General Audiences,No Archive Warnings Apply,F/M,Complete Work,20 Aug 2023,['Nova/Otto (Super Robot Monkey Team)'],"['Nova (Super Robot Monkey Team)', 'Otto (Super Robot Monkey Team)']","['Fluff', 'Drabble', 'Double Drabble', 'Svenska | Swedish']",Otto tittar på att Nova tränar extra.,Svenska,208,1/1,,,,4
49320217,(Long Ago) Just Like The Hearse You Died To Get In Again,3ChaoticCatsinACoat,['Onsdag kväll strax före sju'],Mature,Major Character Death,Gen,Complete Work,13 Aug 2023,['Ville (Onsdag kväll strax före sju)&Ville’s mom (Onsdag Kväll strax före sju)'],"['Ville (Onsdag kväll strax före sju)', 'Ville’s mom (Onsdag kväll strax före sju)']","['Post-Canon', 'Ville’s mom (Onsdag kväll strax före sju) is named Helena', 'Canonical Character Death', 'Title from a My Chemical Romance Song', 'Character named after a My Chemical Romance song', 'mentions of death/dying', 'Implied/Referenced Character Death', 'Implied/Referenced Murder', 'Knitting', 'knitting as a coping mechanism', 'Mental Health Issues', 'Mental Instability', 'Implied/Referenced Child Death', '(canonical)', 'Dead Dove: Do Not Eat', 'seriously', 'The dove is So Dead', 'Hurt No Comfort', 'Angst', 'My First Fanfic', 'this fic was a school assignment', 'beta read by my teacher']",Villes mamma hör om vad som hände.,Svenska,131,1/1,,,,5
49271713,Gäststuga Abborren,Anonymous,['Young Royals (TV 2021) RPF'],Mature,Choose Not To Use Archive Warnings,M/M,Complete Work,11 Aug 2023,['Omar Rudberg/Original male character'],['Omar Rudberg'],"['Kissing', 'Infidelity', 'Sex']",O är inte lycklig i sitt förhållande. Han träffar en kille. Känner sig lycklig. Slutet gott allt gott.,Svenska,"5,389",1/1,,8,,205
49200268,Tamar och Cleas Sommarlov,Bayuwabaka,['Norra Latin'],Not Rated,Choose Not To Use Archive Warnings,F/F,Complete Work,08 Aug 2023,['Tamar Lominadze/Clea Borglund'],"['Clea Borglund', 'Tamar Lominadze']","['Sommarlov', 'Norra Latin - Freeform', 'Clea och Tamar', 'Svenska fanfics', 'på svenska', 'Min första fic']","Jag har inte kunnat hitta någon form av fanfiction för Norra Latin så jag har börjat på en egen. Jag har aldrig skrivit en fic förut så den är antagligen inte värst bra, men jag ska försöka komma ihåg att uppdatera den. Det här första kapitlet är väldigt kort men det handlar om Tamar och Cleas sista vecka i skolan. Lämna gärna kritik och idéer i kommentarerna:)",Svenska,989,1/1,,3,,19
49159768,En vän med en bil,RangerScott,"['Geografens testamente (Sweden TV)', 'Geografens Testamente - Norden', 'Geografens testamente']",General Audiences,No Archive Warnings Apply,M/M,Work in Progress,04 Nov 2023,['Holger Nilsson/Mortensen'],"['Holger Nilsson', 'Mortensen', 'Mary Diana (mentioned)']","['Pining', 'Yearning', 'crush to idiots to lovers', 'idiots to lovers', 'Slow Burn', 'Hurt/Comfort', ""vi får se hur 'slow burn' det blir jag är inte tålmodig"", 'star trek referenser', 'commitment issues', 'Miscommunication', 'No Communication']","Holger och Mortensen har precis bestämt sig för att tillsammans leta genom Mary Dianas källare för att ta reda på mer av vad hon forskade med, men när Mortensen åker tillbaka till Skåne för att utföra ett ärende och inte kommer tillbaka blir Holger orolig och kan inte stanna kvar i sin lilla stuga och hoppas på att Mortensen kommer tillbaka. Han måste göra något.",Svenska,"5,199",2/?,2,14,,146
49157326,Kapitel 5,swedishlxd,"['Super Dangan Ronpa 2', ""New Dangan Ronpa V3: Everyone's New Semester of Killing""]",Mature,"Graphic Depictions Of Violence, Major Character Death",Multi,Complete Work,30 Oct 2020,[],"['Saihara Shuichi', 'Akamatsu Kaede', 'Amami Rantaro', 'Oma Kokichi', 'Harukawa Maki', 'Momota Kaito', 'Shirogane Tsumugi', 'Yumeno Himiko', 'K1-B0 (Dangan Ronpa)', 'K1-B0', 'Monokuma (Dangan Ronpa)', 'Monokuma']","['Character Death', 'Death', 'Violence', 'Canon-Typical Violence', 'Hanging', 'Choking', 'rope', 'Slit Throat', 'Triggers', 'Monokuma File', 'Mastermind Shirogane Tsumugi', 'implied saimatsu', 'Implied Akamatsu Kaede x Saihara Shuichi']","När Shuichi Saihara hittar sin egna döda kropp i den Ultimata Pianistens forskningslabb så börjar ett nytt mysterium genom det paranormala träda fram. Shuichi måste lista ut vem det var som dödade honom, bara gående på akademien som ett spöke och till hjälp av hans avlidna vänner Kaede Akamatsu och Rantaro Amami. Kan Shuichi, Kaede och Rantaro hitta sanningen bakom hans mord inann klassrättegången börjar eller kommer det sluta med att mördaren vinner?",Svenska,"5,771",1/1,,,,16
49146769,Bruten,BloomingSkyes264,"[""Hailey's On It! (Cartoon)""]",General Audiences,No Archive Warnings Apply,Multi,Complete Work,06 Aug 2023,['Hailey Banks/Scott Denoga/Kristine Sanchez'],['Hailey Banks'],"['Pre-Poly', 'Pre-Established Relationship', 'Angst', 'Drabble', 'Episode: s01e12A Seas The Day', 'Svenska | Swedish']",Under Haileys samtal med Kristine är hon upprörd över en insikt.,Svenska,280,1/1,,,,25
49123858,"Jag skulle mörda någon för att vara ihop med dig, bara så du vet.",ill_ask_politely,['Nijisanji (Virtual Streamers)'],Explicit,"Choose Not To Use Archive Warnings, Graphic Depictions Of Violence",M/M,Work in Progress,18 Feb 2024,"['Fulgur Ovid/Uki Violeta', 'Alban Knox & Fulgur Ovid', 'Sonny Brisko & Uki Violeta', 'Sonny Brisko/Alban Knox']","['Fulgur Ovid', 'Uki Violeta', 'Alban Knox', 'Sonny Brisko']","['Serial Killers', 'Murder', 'Crack Treated Seriously', 'Bottom Fulgur Ovid', 'Top Uki Violeta', 'Oblivious Fulgur Ovid', 'Fulgur Ovid-centric', 'Yandere Uki Violeta', 'Idiots in Love', 'Fluff and Humor', 'Mild Sexual Content', 'Domestic Fluff', 'Noctyx | Nijisanji EN 5th Wave', 'Angst', 'Misunderstandings', 'Blood and Torture', 'Psychological Horror', 'Dark Comedy', 'Emotional Hurt/Comfort', ""Additional Warnings In Author's Note"", 'Rated For Violence', 'Eventual Happy Ending', 'Cannibalism']",Äventyr med en seriemördare och hans omedvetna pojkvän.,Svenska,"5,748",8/41,2,5,,243
49116673,Förlåt (istället för ljud),EskilstuNya1,['Kent (Sweden Band)'],Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,05 Aug 2023,['Jocke Berg/Filip Berg'],"['Jocke - Character', 'Filip']","['Angst and Hurt/Comfort', 'Mycket gråtande', 'fight', 'pussar', 'Kramar', 'silly couple', 'Jocke är lite dramatisk']",Jocke blir skit sur på Filip när han tar ett blad från honom. Filip låser in det och Jocke försöker ta nyckeln. Dom brottas på golvet innan någon av dom börjar gråta och sedan så har dom ett argument. Till slut så ligger dom och myser i sängen och pussar varandra.,Svenska,"1,332",1/1,,3,,15
48981706,Du Är Den Som Mitt Hjärta Slår För,BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],General Audiences,No Archive Warnings Apply,F/M,Complete Work,30 Jul 2023,['Chiro/Nova (Super Robot Monkey Team)'],"['Chiro (Super Robot Monkey Team)', 'Nova (Super Robot Monkey Team)']","['Crush', 'Age Difference', 'Pining', 'No Dialogue', 'Unrequited Love', 'Not Actually Unrequited Love', 'Svenska | Swedish']","Chiro visste inte hur det började eller när, men han blev kär i Nova.",Svenska,458,1/1,,,,2
48961681,Men ingenting har någonsin slagit så hårda slag,EskilstuNya1,['Kent (Sweden Band)'],Teen And Up Audiences,"Choose Not To Use Archive Warnings, Graphic Depictions Of Violence","F/F, M/M",Work in Progress,29 Jul 2023,"['Markus Mustonen/Sami Sirviö', 'Jocke Berg/Filip Berg']","['Jocke - Character', 'Filip', 'Markus', 'Sami', 'Martin', 'Sophie', 'Vincent']","['Physical Abuse', 'Jocke blir räddad av gänget', 'Kent - Freeform', 'blod - Freeform', 'Våld', 'Angst', 'självmord', 'Depression', 'Jocke blir älskad till slut', 'Sami blir okej', 'stackars Sami och Jocke', 'Markus och Filip blir overprotective', 'Harri är dålig på att hjälpa till men han gör sitt bästa', 'Martin går och fikar med Jocke och Sami för att muntra upp dom']","Den här handlar om tiden då Vincent misshandlar Jocke i deras förhållande. Markus, Martin och Filip samarbetar med att fälla Vincent. Samtidigt så kämpar Sami med att hålla sig själv och Jocke vid liv. Filip och Jocke faller för varandra mitt i allt kaos. Vincent förstör och förstör tills Jocke inte orkar mer.",Svenska,"10,234",15/?,9,8,,58
48907864,Fläta,BloomingSkyes264,['Hero: 108'],General Audiences,No Archive Warnings Apply,Other,Complete Work,27 Jul 2023,['Commander Apetrully ~ Original Character(s)'],"['Commander Apetrully', 'Original Non-Binary Character']","['Self-Insert', 'Nonbinary Character', 'Queerplatonic Relationships', 'Interspecies Relationship(s)', 'Fluff', 'Hair Braiding', 'Svenska | Swedish', 'Forehead Kisses']",Apverklig vill leka med Annabelles hår.,Svenska,"1,293",1/1,,1,,5
48890662,Hemläxa,BloomingSkyes264,['Super Robot Monkey Team Hyperforce Go!'],Teen And Up Audiences,No Archive Warnings Apply,"Gen, M/M",Complete Work,27 Jul 2023,"['Chiro & Gibson (Super Robot Monkey Team)', 'Chiro/SPRX-77 (Super Robot Monkey Team)']","['Chiro (Super Robot Monkey Team)', 'Gibson (Super Robot Monkey Team)', 'SPRX-77 (Super Robot Monkey Team)']","['Age Difference', 'Older Man/Younger Man', 'Attempt at Humor', 'Suggestive Themes', 'Implied/Referenced Sex', 'Meme', 'Svenska | Swedish']","Jag ville bara göra den dumma ""I was doing homework/stuff"" ""I'm homework/stuff"" meme med Sprx och Chiro okej",Svenska,371,1/1,,1,,6
