id,title,authors,fandoms,rating,warnings,category,completion,date,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
41707302,Owaranai shodou ni mou nidoto modorenai,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Explicit,No Archive Warnings Apply,M/M,Complete Work,14 Sep 2022,['Chinen Yuri/Takaki Yuya'],"['Takaki Yuya', 'Chinen Yuri']","['Established Relationship', 'Ties & Cravats', 'Control', 'Masturbation', 'Vibrators', 'Oral Sex', 'Rough Sex']","Disse-lhe que ficava bem com ser ligado. Que ficava bem com que Chinen tomasse o controlo, por uma vez. Yuri sorriu, e pensou que provavelmente Yuya não pensou nas consequências do seu consentimento.",Português europeu,"1,918",1/1,,1,,10
41707269,Shiawase ni narou yo,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Explicit,No Archive Warnings Apply,M/M,Complete Work,14 Sep 2022,['Chinen Yuri/Yabu Kota'],"['Chinen Yuri', 'Yabu Kota']","['Post-Break Up', 'Confrontations', 'Making Up', 'Sex', 'Rimming', 'Oral Sex']","“Talvez acabássemos porque estavas errado em ter confiança em mim e isto derrubou tudo. Ou talvez” respirou fundo e mordeu um lábio. “Talvez seja que esta relação não valia o suficiente para tentar arranjar as coisas, antes de a perder.”",Português europeu,"2,529",1/1,,1,,5
41707224,Medo ou fome,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,Gen,Complete Work,14 Sep 2022,[],"['Yamada Ryosuke', 'Arioka Daiki', 'Takaki Yuya']","['Alternate Universe - Kindergarten & Pre-school', 'Doctors & Physicians', 'Fear', 'Cute Kids']","“Não quero que me recolhem o sangue! Tenho medo! O meu pai disse que utilizam uma agulha, e eu tenho muito medo.” mordeu um lábio, os olhos cheios de lágrimas, correu para Daiki e escondeu-se por trás dele. “Dai-chan, diz-lhe que não o posso fazer.”",Português europeu,"1,433",1/1,,2,,2
41660865,O som da música,vogue91port (vogue91),['Merlin (TV)'],General Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,12 Sep 2022,"['Gwen/Arthur Pendragon (Merlin)', 'Gwen/Lancelot (Merlin)']","['Merlin (Merlin)', 'Morgana (Merlin)', 'Lancelot (Merlin)', 'Uther Pendragon (Merlin)', 'Gwaine (Merlin)', 'Nimueh (Merlin)', 'Morgause (Merlin)', 'Gwen (Merlin)', 'Arthur Pendragon (Merlin)', 'Gaius (Merlin)']","['Drabble Collection', 'Friendship', 'Loyalty', 'Sisters', 'Revenge', 'Unrequited Love', 'Angst', 'Nostalgia', 'Class Differences', 'Fear', 'Father Figures']",Playlist challenge,Português europeu,"1,077",1/1,,,,32
41660838,Ninguém tão bom como tu,vogue91port (vogue91),['Stranger Things (TV 2016)'],General Audiences,No Archive Warnings Apply,M/M,Complete Work,12 Sep 2022,['Will Byers/Mike Wheeler'],"['Will Byers', 'Mike Wheeler', 'Eleven | Jane Hopper', 'Joyce Byers', 'Jim ""Chief"" Hopper', 'Jonathan Byers']","['Established Relationship', 'Bickering', 'Jealousy', 'Mocking', 'Idiots in Love']","“Terceiro período, ginástica, quando foste sentar-te na arquibancada. Aquele timo, como se chama ele, que se foi sentar ao teu lado e que passou a hora seguinte a falar contigo. Enquanto tu eras bonzinho e rias e namoriscavas. Falo disto. Por favor, sente-te à vontade para me dizer outra vez que não fazes ideia da razão pela qual estou zangado.”",Português europeu,"2,998",1/1,,4,1,54
41660823,Terra queimada,vogue91port (vogue91),['Harry Potter - J. K. Rowling'],General Audiences,No Archive Warnings Apply,Gen,Complete Work,12 Sep 2022,[],"['Severus Snape', 'Albus Dumbledore']","['Past', 'Regret', 'Introspection', 'Angst', 'Emotional Hurt/Comfort']","Para chegar ao amanhecer não há outro caminho que a noite, Severus. Não havia outro caminho que a noite, disse. Contudo Severus Snape continuava a esperar o seu raio dum amanhecer, estava a esperar ver nascer o sol, sentir os raios na pele, colher no ar alguma nuance, algum sinal... algo que lhe dissesse que continuava com a esperança do seu lado.",Português europeu,"1,484",1/1,,,,12
41660811,Um mundo ideal,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,12 Sep 2022,['Nakajima Yuto/Yaotome Hikaru'],"['Yaotome Hikaru', 'Nakajima Yuto']","['Drabble Collection', 'Established Relationship', 'Fluff', 'Road Trips', 'Happy', 'Romance', 'Jealousy', 'Bickering', 'Idiots in Love']","“Sabes, Yutti... não é que tenha saudades do afeto ou coisas assim, e amo ficar contigo em Tokyo exatamente como amaria em qualquer outro lado do mundo; mas ficar aqui contigo, de algum modo, neste lugar, da-me toda outra perspetiva sobre o que mesmo é a felicidade.”",Português europeu,"1,601",1/1,,,,2
41593695,Os tambores da guerra,vogue91port (vogue91),['The Lord of the Rings - All Media Types'],General Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,09 Sep 2022,[],"['Boromir (Son of Denethor II)', 'Merry Brandybuck', 'Legolas Greenleaf', 'Sam Gamgee', 'Éowyn (Tolkien)', 'Aragorn | Estel', 'Gollum | Sméagol', 'Gríma Wormtongue', 'Gandalf | Mithrandir', 'Elrond Peredhel']","['Drabble Collection', 'Self-Doubt', 'Friendship', 'Angst', 'Loyalty', 'Unrequited Love', 'Revenge', 'Bitterness', 'Regret', 'Guilt', 'Father-Daughter Relationship']",Playlist challenge,Português europeu,"1,430",1/1,,,,17
41593674,Ashita sae mo konakute ii,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,09 Sep 2022,['Arioka Daiki/Yamada Ryosuke'],"['Arioka Daiki', 'Yamada Ryosuke']","['Morning Sex', 'Unrequited Love', 'Lies', 'Emotional Hurt']","As palavras doíam bem como ajudavam. Eram precisas para seguir em frente, era tudo o que pedia para a sua imaginação apreender a jogar partidas melhores. O 'eu amo-te' era uma mentira, mas precisava duma mentira para sobreviver.",Português europeu,"1,569",1/1,,,,8
41593662,Melhor honra do que gloria,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,Major Character Death,Gen,Complete Work,09 Sep 2022,[],"['Chinen Yuri', 'Yamada Ryosuke']","['Alternate Universe - Historical', 'Soldiers', 'War', 'Prisoner of War', 'Implied/Referenced Suicide']","“Quantos anos tens?” “Dezoito. E vi-o matar rapazes até mais novos do que eu, pois acho que não seja uma desculpa por não me ter matado.”",Português europeu,"1,316",1/1,,,,4
41593647,Alimentar-se de emoções,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Explicit,No Archive Warnings Apply,M/M,Complete Work,09 Sep 2022,['Chinen Yuri/Takaki Yuya'],"['Chinen Yuri', 'Takaki Yuya']","['Established Relationship', 'France (Country)', 'Sex', 'Fluff', 'Idiots in Love']","“Lamento, Yuri. Lamento não poder ser tão espontâneo contigo em casa bem como posso ser aqui. E também gostava de ficar aqui para sempre, mas...” mordeu um lábio e sorriu. “Não quero que penses nisso agora. Quero que guardes a mente livre por tudo o que te faz sentir mal, que tentes desfrutar todos estes momentos. Quero... quero ter a sensação de te conseguir fazer completamente feliz.”",Português europeu,"2,057",1/1,,,,6
41593626,Sob a tua pele,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,09 Sep 2022,['Takaki Yuya/Yaotome Hikaru'],"['Yaotome Hikaru', 'Takaki Yuya']","['Friends With Benefits', 'Unrequited Love', 'Wax Play', 'Rough Sex', 'Emotional Hurt']","Não pedia que o amasse, nunca o exigiu porque sabia que o seu desejo ia ficar não realizado. Só pedia que não o humilhasse como fazia todas as vezes que ficava deitado nessa cama, a fazer-se usar por um homem que na realidade usava.",Português europeu,"1,266",1/1,,,,2
41468151,Miraculous Ladybug: The Magic of Creation,Boogamer3,"['Black Clover', 'Miraculous Ladybug']",General Audiences,Choose Not To Use Archive Warnings,"F/F, F/M, M/M",Work in Progress,03 Sep 2022,[],"['Asta', 'Tikki', 'Yuno', 'Lily Aquaria (Black Clover)', 'Nash', 'Recca', 'Aruru', 'hollo', 'Yami Sukehiro', 'Charmy Pappitson', 'Gauche Adlai', 'Finral Roulacase', 'Gordon Agrippa', 'Noelle Silva', 'Vanessa Enoteca', 'Grey (Black Clover)', 'Magna Swing', 'Luck Voltia', 'William Vangeance', 'Alecdora Sandler', 'Klaus Lunette', 'Mimosa Vermillion', 'Siren Tium', 'Hamon Caseus', 'Nozel Silva', 'Nebra Silva', 'Solid Silva', 'Fuegoleon Vermillion', 'Leopold Vermillion', 'Charlotte Roselei', 'Sol Marron', 'Dorothy Unsworth', 'Rill Boismortier', 'Jack the Ripper (Black Clover)', 'Sekke Bronzazza', 'Gueldre Poizot']","['Yaoi', 'LGBTQ', 'Crossover', 'Creation', 'Yuri', 'Ladybug Miraculous', 'Black Bulls Squad (Black Clover)', 'Golden Dawn Squad (Black Clover)', 'Silver Eagle Squad (Black Clover)', 'Crimson Lion Squad (Black Clover)', 'Blue Rose Squad (Black Clover)', 'Coral Peacock Squad (Black Clover)', 'Aqua Deer Squad (Black Clover)', 'Green Mantis Squad (Black Clover)', 'Purple Orca Squad (Black Clover)']","Asta: Nascido num mundo, onde a magia é tudo, tenho o sonho de tornar-me o próximo Rei Mago. Mas, diferente dos meus irmãos, eu não possuo nenhum poder mágico, nem mesmo um pingo de magia. Questiona-me: como posso tornar-me o Rei Mago, se não tenho nenhuma magia? Bem... a vida dá voltas e voltas, pequenos momentos, podem mudar uma vida. E, encontrar aquela pequena caixa, foi o que mudou a minha.",Português europeu,"2,789",1/?,,4,,98
41463513,Entorpecido,vogue91port (vogue91),['Prison Break'],Teen And Up Audiences,No Archive Warnings Apply,Gen,Complete Work,03 Sep 2022,[],"['Alexander Mahone', 'Michael Scofield']","['Prison', 'Introspection', 'Self-Doubt', 'Sins', 'Talking', 'Obsessive Behavior']","Talvez fosse verdade. Talvez nunca quisesse mesmo que Scofield morresse, talvez fosse por isso que continuava a falhar, talvez.... O quê fez da sua vida para chegar lá?",Português europeu,"1,948",1/1,,,,14
41463498,Caso grave de te amar,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,03 Sep 2022,"['Inoo Kei/Yabu Kota', 'Takaki Yuya/Yabu Kota']","['Inoo Kei', 'Yabu Kota', 'Takaki Yuya']","['Established Relationship', 'Locked In', 'Closets', 'Voyeurism', 'Sex', 'Masturbation', 'Revenge']","“Continuas chateado por isso, Kota? Droga, disse-te já que lamento e que não o fiz de propósito! O quê tenho de fazer para ser perdoado? Pedir-te de joelhos para ter piedade de mim?” ironizou, amargo, e ficou surpreendido ao ouvir o seu namorado rir. “Não te preocupes, Kei-chan. Depois de hoje vais ser perdoado.”",Português europeu,"1,642",1/1,,,,8
41463483,Volta para mim,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,03 Sep 2022,['Nakajima Yuto/Okamoto Keito'],"['Nakajima Yuto', 'Okamoto Keito', 'Yabu Kota', 'Inoo Kei']","['Established Relationship', 'Fights', 'Jealousy', 'Trust Issues', 'Making Up']","“Há quanto continua esta coisa com o Yamada?” “O quê coisa com o Yamada? Keito, eu....” “Não mintas, por favor. Li as mensagens, ele...” “É ele, Keito. Não sou eu, eu... não tenho uma relação com o Ryosuke e não sinto nada por ele. És tu quem eu amo.” “E como posso acreditar em ti?”",Português europeu,"1,262",1/1,,,,9
41463453,Calor que flue,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,03 Sep 2022,['Chinen Yuri/Takaki Yuya'],"['Takaki Yuya', 'Chinen Yuri']","['Established Relationship', 'Secret Relationship', 'Misunderstandings', 'Emotional Hurt', 'Making Up', 'Idiots in Love', 'France (Country)']","“Yuri... eu sei que somos cá para trabalhar, e até as fãs sabem. Mas percebes que fico preocupado? Percebes que tenho medo de que... bom, de que transpareça alguma coisa perigosa para ambos? Eu sei que foi uma observação desapropriada, e lamento. Só estava a tentar pôr limites entre as coisas como são e como em vez somos obrigados a fazê-las aparecer.”",Português europeu,"1,863",1/1,,,,2
41463435,Destino intocado,vogue91port (vogue91),['Harry Potter - J. K. Rowling'],General Audiences,No Archive Warnings Apply,F/M,Complete Work,03 Sep 2022,['Cedric Diggory/Hermione Granger'],"['Cedric Diggory', 'Hermione Granger']","['Rare Pairings', 'Out of Character', 'Introspection', 'Obsessive Behavior', 'Canonical Character Death']","Tinha poucos segundos. Vi um relâmpago verde que quebrou a escuridão de modo quase agradável. E nessa altura, o rosto dela invadiu a minha mente...",Português europeu,"2,664",1/1,,6,,94
41290008,Olhos Sorridentes,anitadacostap,['นิ่งเฮียก็หาว่าซื่อ | Cutie Pie Series (TV)'],Teen And Up Audiences,No Archive Warnings Apply,"M/M, Multi",Work in Progress,18 Apr 2023,['Zee Pruk Panich/New Chawarin Perdpiriyawong'],"['Zee Pruk Panich', 'New Chawarin Perdpiriyawong']",['ZeeNuNew - Freeform'],"Zee: ""Aproximamo-nos com a série, tornamo-nos Pi Nong, mas terá de ser sempre assim? Não posso ter esses olhos sorridentes só para mim?""",Português europeu,"8,574",5/?,8,16,,381
41006769,Winx Club,Boogamer3,"['Winx Club', 'Fairy Tail', 'My Hero Academia', 'Haikyuu!!', 'Black Clover', 'Fucked by My Best Friend', 'Demon Slayer: Kimetsu no Yaiba', 'Camp Buddy (Visual Novel)', 'The Rising of the Shield Hero']",Not Rated,Choose Not To Use Archive Warnings,M/M,Work in Progress,13 Aug 2022,"['Natsu Dragneel/Izuku Midoriya', 'Rui Chihaya/Shion Chihara', 'Aiden Flynn/Keitaro Nagame', 'Giyuu Tomioka/Tanjiro Kamado', 'Naofumi Iwatani/Shouyou Hinata', 'Gray Fullbuster/Asta']","['Izuku Midoriya', 'Shion Chihara', 'Keitaro Nagame', 'Shouyou Hinata', 'Asta', 'Tanjiro Kamado', 'Natsu Dragneel', 'Rui Chihaya', 'Aiden Flynn', 'Giyuu Tomioka - Character', 'Naofumi Iwatani', 'Gray Fullbuster']","['Yaoi', 'LGBTQ', 'Magic', 'Inspired by Winx Club', 'Rare Pairings']","Na Dimensão Mágica. Encontra-se o Reino Encantado de Magix. Um lugar mágico, para além do espaço e do tempo onde tudo é possível. Em Magix, há três escolas. Alfea, a escola para as fadas. Fonte Vermelha, a escola para os especialistas. Torre Enublada, a escola para bruxas. Um dia, em Alfea, foi criado um grupo de cinco fadas, estes que se intitularam como: Clube das Winx. E o que as diferencia de todas as outras alunas, é que todos os membros são rapazes. Seis jovens fadas, que se tornaram nos melhores amigos. Enquanto alunos de Alfea, eles treinam e estudam todos os dias, o máximo que puderem para se tornarem uma verdadeira fada. Certo dia, confrontaram um mal antigo, poderoso. Aquele, sendo conhecido como Valtor, o filho das Três Bruxas Ancestrais. No confronto final, o clube foi dividido, separado e apagado da Dimensão Mágica. O que lhes aconteceu? Onde é que eles estão? E mais importante. Serão capazes de voltar para casa? Bem... Só tem uma maneira de descobrir.",Português europeu,"6,802",1/?,2,5,1,375
40965810,cai neve em lisboa.,asongofpiratesandzombies,['Os Maias | The Maias - Eça de Queiroz'],General Audiences,No Archive Warnings Apply,M/M,Complete Work,11 Aug 2022,['João da Ega/Carlos da Maia'],"['João da Ega', 'Carlos da Maia']","['Friends to Lovers', 'Angst', 'Emotionally Repressed', 'Crack Treated Seriously', '19th Century', 'Já leram os Maias ou só resumos', ""I'm going to tell my kids this was Os Maias"", 'Love Confessions', 'Platonic Soulmates', 'Soulmates', 'Unofficial Sequel', 'Short & Sweet', 'Family Friendly']","Na noite em que neva na capital, magia acontece - o filho renegado pelo destino regressa a casa, e o escritor perdido reencontra-se com a razão dos seus versos.",Português europeu,"3,447",1/1,4,21,,231
40487208,Abunai me de,vogue91port (vogue91),"['Arashi (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,22 Jul 2022,['Ninomiya Kazunari/Ohno Satoshi'],"['Ohno Satoshi', 'Ninomiya Kazunari']","['Established Relationship', 'Domestic', 'Gaming', 'Teasing', 'Smoking', 'Sex', 'Idiots in Love']","“Kazunari... pausa, porque estou prestes a saltar para cima de ti e não quero que te queixes se não salvas.”",Português europeu,"1,544",1/1,,,,26
40487187,"Sekai, ore",vogue91port (vogue91),['Japanese Actor RPF'],Mature,No Archive Warnings Apply,M/M,Complete Work,22 Jul 2022,['Hirama Soichi/Totani Kimito'],"['Hirama Soichi', 'Totani Kimito']","['Established Relationship', 'Fights', 'Making Up', 'Semi-Public Sex', 'Oral Sex', 'Shower Sex', 'Idiots in Love']","Por Soichi foi uma escolha lógica e simples, por Kimito só uma rejeição, e não fez nada para ocultar o desapontamento. E, o maior tinha a certeza, não ia fazer nada sequer para o ocultar com todo mundo, nem ia passar muito cedo; a menos que, claramente, ele fizesse alguma coisa para se fazer perdoar.",Português europeu,"2,299",1/1,,,,3
40487154,Querida neve,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,22 Jul 2022,['Takaki Yuya/Yaotome Hikaru'],"['Yaotome Hikaru', 'Takaki Yuya']","['Established Relationship', 'Road Trips', 'Snow', 'Cabins', 'Fluff', 'Fireplaces', 'Sex']","Era difícil que Yuya e ele conseguissem ter muitos dias sem compromissos, e até quando acontecia, era raro que decidissem fazer alguma coisa diferente do que ficar em casa e recuperar as forças, à espera de voltar a trabalhar. Esse fim de semana, em troca, foi projetado há muito tempo, e não ia permitir que nada o estragasse.",Português europeu,"2,019",1/1,,,,4
40487118,Yakyuu ga kirai!,vogue91port (vogue91),"['KAT-TUN (Band)', ""Johnny's Entertainment""]",Mature,No Archive Warnings Apply,M/M,Complete Work,22 Jul 2022,['Akanishi Jin/Kamenashi Kazuya'],"['Akanishi Jin', 'Kamenashi Kazuya']","['Established Relationship', 'Domestic', 'Baseball', 'Teasing', 'Touching', 'Anal Sex', 'Idiots in Love']","“Tens algumas maneiras muito estranhas de te divertir.” Kazuya riu e continuou com os olhos para a televisão. “A culpa não é a minha se gostar do basebol.” observou, para depois fazer uma expressão quase sonhadora. “Como gostaria de jogar basebol por setenta e duas horas seguidas!”",Português europeu,"2,266",1/1,,1,,16
40487085,Instinto animal,vogue91port (vogue91),['Teen Wolf (TV)'],General Audiences,No Archive Warnings Apply,"F/M, Gen",Complete Work,23 Jul 2022,"['Allison Argent/Scott McCall', 'Scott McCall/Kira Yukimura', 'Stiles Stilinski/Malia Tate']","['Allison Argent', 'Derek Hale', 'Theo Raeken', 'Scott McCall (Teen Wolf)', 'Kira Yukimura', 'Malia Tate', 'Lydia Martin', 'Peter Hale', 'Stiles Stilinski', 'Liam Dunbar']","['Drabble Collection', 'Regret', 'Loneliness', 'Pack Dynamics', 'Canonical Character Death', 'Past Relationship(s)', 'Self-Discovery', 'Self-Esteem Issues', 'Emotional Hurt', 'Father-Daughter Relationship', 'Friendship', 'Leadership']",Playlist challenge,Português europeu,"1,546",1/1,,1,,35
40374066,O amor é uma cena fodida (Tradução),O meu país é o que o mar não quer (HannibalCatharsis),['Arcane: League of Legends (Cartoon 2021)'],Mature,Choose Not To Use Archive Warnings,Multi,Complete Work,31 Dec 2023,"['Jinx (League of Legends) & Silco (Arcane: League of Legends)', 'Jinx & Vi (League of Legends)', 'Jinx & Vander (League of Legends)', 'Caitlyn/Vi (League of Legends)', 'Silco (Arcane: League of Legends) & Vander (League of Legends)', 'Ekko/Jinx (League of Legends)']","['Jinx (League of Legends)', 'Ekko (League of Legends)', 'Silco (Arcane: League of Legends)', 'Vi (League of Legends)', 'Vander (League of Legends)', 'Claggor (Arcane: League of Legends)', 'Benzo (Arcane: League of Legends)', 'Sevika (Arcane: League of Legends)', 'Finn (Arcane: League of Legends)', 'Grayson (Arcane: League of Legends)', 'Marcus (Arcane: League of Legends)', 'Mylo (Arcane: League of Legends)', 'Camille (League of Legends)', 'Renata Glasc', 'Viktor (League of Legends)', 'Jayce (League of Legends)', 'Mel Medarda', 'Sky (Arcane: League of Legends)']","['Alternate Universe - Modern Setting', 'band au', 'Crimes & Criminals', 'Depression', 'Drug Use', 'Dysfunctional Family', 'Father-Daughter Relationship', 'Sister-Sister Relationship', 'Adolescent Sexuality', 'Mental Health Issues', 'Alternate Universe - Everyone Lives/Nobody Dies', 'Abandonment Issues', 'Anxiety', 'suicide threat']","As desaventuras de Jinx (e das pessoas à sua volta) na sua vida não-tão-normal de famílias disfuncionais, saúde mental em declínio e música metal. A sua versão especial de sexo drogas e rock n' roll, se quiserem. Modernverse, band AU e crime AU. Um fic para vibes e drama familiar.",Português europeu,"118,059",14/14,2,7,1,441
40255212,O sujeito do medo,vogue91port (vogue91),['Harry Potter - J. K. Rowling'],General Audiences,No Archive Warnings Apply,F/M,Complete Work,12 Jul 2022,['James Potter/Lily Evans Potter'],"['Lily Evans Potter', 'James Potter']","['POV First Person', 'Marauders Era (Harry Potter)', 'Married Couple', 'Love', 'Canonical Character Death']","Sabíamos que esse agradável vislumbre familiar podia ser um dos últimos antes da vinda da catástrofe, e tomamos a decisão silenciosa de não conceder a nenhum pensamento sombrio de estragar o que construimos com tantas dificuldades. Continuávamos com a faculdade de ser a família Potter, e ninguém ia estragar a magica ilusão que enrolava o lar.",Português europeu,"1,615",1/1,,,,10
40255182,Deixa a última dança,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,12 Jul 2022,['Chinen Yuri/Takaki Yuya'],"['Takaki Yuya', 'Chinen Yuri']","['Established Relationship', 'Dancing', 'Ridiculous', 'Domestic Fluff', 'Idiots in Love']","“Então, como foi? Divertiste-te em Osaka?” “De certa forma. Havia as minhas irmãs. E a minha sobrinha também.” “Bem. Não te queixavas de que não a vias há algum tempo?” “Sim, é verdade. Foi ocupada, enquanto. Aparentemente a sogra da minha irmã fez-a interessar na dança de salão.”",Português europeu,"1,292",1/1,,,,3
40255167,O demónio interior,vogue91port (vogue91),['Lucifer (TV)'],General Audiences,No Archive Warnings Apply,"F/F, F/M, Gen",Complete Work,12 Jul 2022,"['Eve/Mazikeen (Lucifer TV)', 'Chloe Decker/Lucifer Morningstar', 'Dan Espinoza/Original Charlotte Richards']","['Eve (Lucifer TV)', 'Amenadiel (Lucifer TV)', 'Mazikeen (Lucifer TV)', 'Chloe Decker', 'God (Lucifer TV)', 'Dan Espinoza', 'Lucifer Morningstar (Lucifer TV)', 'Ella Lopez', 'Linda Martin (Lucifer TV)', 'Original Charlotte Richards']","['Drabble Collection', 'Self-Doubt', 'Love', 'Fatherhood', 'Soul-Searching', 'Denial of Feelings', 'Canonical Character Death', 'Friendship', 'Betrayal', 'Heaven']",Playlist challenge,Português europeu,"1,546",1/1,,1,,91
40255104,Ikemen desu ne?,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,12 Jul 2022,['Chinen Yuri/Takaki Yuya'],"['Takaki Yuya', 'Chinen Yuri']","['Established Relationship', 'France (Country)', 'Swimming', 'Mocking', 'Idiots in Love', 'Fluff']",“Nunca ninguém te disse que és muito engraçado quando nadas?”,Português europeu,"1,128",1/1,,,,3
40255077,Criar raízes,vogue91port (vogue91),"['Arashi (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,Gen,Complete Work,12 Jul 2022,[],"['Ohno Satoshi', 'Matsumoto Jun']","['Friendship', 'Hurt/Comfort', 'Advice', 'Phone Calls & Telephones', 'Late Night Conversations']","“Calmo, Riida, por favor; qual é o problema? O trabalho, o drama? Ou são a fotos a verdadeira questão? Porque, perdoa-me, mas pareces-me confuso. Um passo de cada vez.”",Português europeu,"1,610",1/1,,1,,13
39921852,A metamorfose,vogue91port (vogue91),['Harry Potter - J. K. Rowling'],General Audiences,No Archive Warnings Apply,Gen,Complete Work,27 Jun 2022,[],"['Bellatrix Black Lestrange', 'Narcissa Black Malfoy']","['Sister-Sister Relationship', 'Altered Mental States', 'Smoking', 'POV First Person']","O fumo faz mal. Sempre diz-mo a minha doce e inocente irmãzinha, com esse ar ansiado com que nasceu, e que nunca parou de levar. Detesto-a.",Português europeu,"1,118",1/1,,,,13
39921837,Furetakute nobashita yubi no saki,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,27 Jun 2022,['Nakajima Yuto/Yaotome Hikaru'],"['Yaotome Hikaru', 'Nakajima Yuto']","['Established Relationship', 'Vacation', 'Fluff', 'Snow', 'Idiots in Love']","“Todas as vezes que sou cá, parece-me que haja um escudo que nós protege pelos olhos alheios. Eu sei que é tolo e sei que qualquer um pode tirar uma foto comprometedora e estaríamos acabados. Mas não o consigo evitar, às vezes esqueço que não devemos fazer nada de ambíguo.”",Português europeu,"1,523",1/1,,,,5
39921804,Betsu no tsumi,vogue91port (vogue91),"['もう一度君に', 'プロポーズ | Mou Ichido Kimi ni Propose (TV)']",Mature,No Archive Warnings Apply,M/M,Complete Work,27 Jun 2022,['Miyamoto Haru/Tanimura Yuki'],"['Miyamoto Haru', 'Tanimura Yuki']","['Plot What Plot/Porn Without Plot', 'Anal Sex', 'In-Laws']","Não sabia como acabaram nessa situação, mas devia pelo menos imaginar que a presencia do rapaz nessa casa não podia levar a nada de bom. Rendeu-se, e embora quisesse continuar a dizer a si mesmo que o fez só porque apanhado desprevenido, não podia negar quanto estivesse a gostar da situação.",Português europeu,"1,246",1/1,,,,5
39921759,Garasu no shounen,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",General Audiences,No Archive Warnings Apply,M/M,Complete Work,27 Jun 2022,[],"['Inoo Kei', 'Yaotome Hikaru']","['Misunderstandings', 'Confrontations', 'Emotional Hurt']","“Hikaru, eu...” murmurou, a franzir o sobrolho, mas o menor não o deixou continuar. “Não digas nada, por favor. Eu sei que não me deves nada, mas... não me faças ser ainda mais penoso do que assim.”",Português europeu,"1,364",1/1,,,,3
39921738,Esta inocência,vogue91port (vogue91),"['Hey! Say! JUMP (Band)', ""Johnny's Entertainment""]",Explicit,"Major Character Death, Rape/Non-Con",M/M,Complete Work,27 Jun 2022,['Nakajima Yuto/Yabu Kota'],"['Yabu Kota', 'Nakajima Yuto']","['Altered Mental States', 'Obsession', 'Rape/Non-con Elements', 'Murder']","Kota tentou. Tentou não olhar, tentou não pensar no que gostava de fazer com ele. Com esse corpo, com essas mãos, com essa boca. Fracassou.",Português europeu,"1,284",1/1,,,,9
39819546,Sentidos cruéis,vogue91port (vogue91),['Kamen Rider OOO'],Mature,No Archive Warnings Apply,M/M,Complete Work,22 Jun 2022,['Ankh/Hino Eiji'],"['Ankh (Kamen Rider OOO)', 'Hino Eiji']","['Episode Related', 'Hurt/Comfort', 'Kissing', 'Sex', 'Denial of Feelings']","“Não vou renunciar em tudo isto.” disse depois de alguns instantes de silêncio. “Não vou renunciar a sentir assim, a sentir-te assim. Não para me tornar num desejo puro que não consigo satisfazer.”",Português europeu,"2,984",1/1,,1,,37
