id,title,authors,fandoms,rating,warnings,category,completion,date,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
54234778,Beyond The Known World:Tale of Paleotopia,Yuunaverse Original (ohmmy),"['Original Work', 'Dinotopia - James Gurney', 'Dinotopia (TV)']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Isekai', 'Gender or Sex Swap', 'Transformation', 'Science Fiction & Fantasy', 'Dinosaurs', 'Alternate Universe - Dinosaurs', 'Alternate Universe - Animals', 'Alternate Universe-Dinotopia Fusion']","เมื่อเด็กหนุ่มผู้ชื่นชอบไดโนเสาร์และสิ่งมีชีวิตดึกดำบรรพ์อย่างเซโนเวีย เซนาดิน่าได้ทำการใช้แอป Isekai Delivery Network เพื่อทำการเดินทางไปยังโลกที่ไดโนเสาร์และสิ่งมีชีวิตดึกดำบรรพ์อาศัยอยู่ร่วมกับมนุษย์มาเกือบพันปี โลกที่เวทมนตร์และอมนุษย์อย่างเอลฟ์,คนแคระ,ปีศาจ,มาร,อสูร,ออร์ค,บีสต์แมน,เทวทูตอยู่ร่วมกับสัตว์ดึกดำบรรพ์อย่างไดโนเสาร์,ช้างแมมมอธและอื่นๆอีกมากมาย ยินดีต้อนรับเหล่าชาวเรืออำปางสู่มหานครบรรพกาล พาลีโอโทเปีย",ไทย,518,1/1,,,,12
54234454,The Mechshifter:The World of Grand Mecha War,Yuunaverse Original (ohmmy),"['Original Work', 'Multi-Fandom', 'スーパーロボット大戦 | Super Robot Wars']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Gender or Sex Swap', 'Transformation', 'Adventure', 'Science Fiction & Fantasy', 'Slice of Life', 'Super Robot - Freeform', 'Real Robot', 'Alternate Universe-Super Robot War Fusion', 'Isekai']",เมื่อเด็กหนุ่มผู้ซึ่งเป็นแฟนคลับของแฟรนไชส์เกมหุ่นรบอย่าง Grand Mecha War ได้ทำการใช้แอป Isekai Delivery Network เพื่อทำการไปร่วมสู้กับเหล่าตัวเอกออริของเกมตั้งแต่ยุคคลาสสิกจนถึงปัจจุบันที่ดำเนินเรื่องผ่านวัฏจักรนิรันทร์แห่งสงครามและความสงบ ถึงเวลาแล้วที่มิร่า โมลด์ไดเวอร์หรือเมคชิฟเตอร์จะพร้อมสู้กับชาวอวกาศไปจนถึงตัวตนระดับสูงกว่ามิติและเอเลี่ยนรวมถึงเทพจักรกลแห่งแดนใต้พิภพ แชมบาลา,ไทย,664,1/1,,,,2
54222733,Have A Sip of Water,aweekbeforevalentine,['TOMORROW X TOGETHER | TXT (Korea Band)'],Teen And Up Audiences,Underage,M/M,Complete Work,03 Mar 2024,['Choi Beomgyu/Choi Yeonjun'],"['Choi Beomgyu', 'Choi Yeonjun', 'Kang Taehyun', 'Huening Kai', 'Choi Soobin']",['High School'],“เออ แกนั่นแหละ” ซูบินพยักเพยิดมาหายอนจุน “พี่ยอนจุน พูดบทตะกี้แล้วยื่นขวดน้ำให้บอมกยูเลยครับ” “…เดี๋ยวดิ” “จำบทได้อยู่แล้วนี่” ซูบินหันไปหาบอมกยู “น่า นิดเดียว จบตรงนี้จะได้ถึงฉากจบจริง ๆ สักที เราจะได้รันทรูได้ จะได้ไม่กลับดึก” บอมกยูทำหน้าเหมือนไม่เข้าใจว่าเรื่องมันมาลงเอยแบบนี้ได้อย่างไร แน่นอนว่าไม่ใช่แค่บอมกยู ยอนจุนก็เช่นกัน,ไทย,"6,527",1/1,,,,22
54195463,Ifs of History:What If Russian Empire won Russo-Japanese War,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Essays', 'Alternate History', 'Alternate Universe - Historical', 'Canon Divergence-Late Modern']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่าจักรวรรดิรัสเซียชนะสงครามรัสเซีย-ญี่ปุ่น,ไทย,782,2/2,,,,4
54195376,Ifs of History:What If Julius Caesar didn't get assassinated,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Alternate History', 'Alternate Universe - Historical', 'Essays', 'Canon Divergence-Classical Antiquity']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่าจูเลียส ซีซาร์ไม่ได้โดนลอบสังหารในเหตุการณ์ Ide of March,ไทย,"1,108",2/2,,,,2
54195160,Ifs of History:What If France won Seven Years War,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Alternate History', 'Essays', 'Alternate Universe - Historical', 'Canon Divergence-Early Modern']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่าฝรั่งเศสชนะสงคราม 7 ปี,ไทย,803,2/2,,,,1
54194080,Ifs of History:What If Human never migrated out of Africa,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Alternate History', 'Essays', 'Alternate Universe - Historical', 'Canon Divergence-Cenozoic']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่ามนุษย์(Homo sapien) ไม่เคยอพยพออกจากแอฟริกา,ไทย,657,2/2,,,,2
54194002,Ifs of History:What If Eocene-Oligocene Extinction never happened,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Essays', 'Alternate History', 'speculative biology', 'Alternate Universe - Historical', 'Alternate Universe - Animals', 'Canon Divergence-Cenozoic']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่าการสูญพันธุ์อีโอซีน-โอลิโกซีนไม่เคยเกิดขึ้น,ไทย,420,2/2,,,,2
54193942,Ifs of History:What If Paleocene-Eocene Extinction never happened,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Essays', 'Alternate History', 'speculative biology', 'Alternate Universe - Historical', 'Alternate Universe - Animals', 'Canon Divergence-Cenozoic']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่าการสูญพันธุ์พาลีโอซีน-อีโอซีนไม่เคยเกิดขึ้น,ไทย,400,2/2,,,,0
54193861,Ifs of History:What If T-J Extinction never happened,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Essays', 'Alternate History', 'speculative biology', 'Alternate Universe - Historical', 'Canon Divergence-Mesozoic', 'Alternate Universe - Dinosaurs', 'Alternate Universe - Animals']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่าการสูญพันธุ์ไทรแอสซิค-จูแรสซิคไม่เคยเกิดขึ้น,ไทย,412,2/2,,,,4
54193426,Ifs of History:What If Late Bronze Age Collapse never happened,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Alternate History', 'Essays', 'Alternate Universe - Historical', 'Canon Divergence-Bronze Age']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่าการล่มสลายปลายยุคสำริดไม่เคยเกิดขึ้น,ไทย,777,2/2,,,,2
54193375,Ifs of History:What If Achaemenid Empire won Greco-Persian Wars,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Alternate History', 'Essays', 'Alternate Universe - Historical', 'Canon Divergence-Classical Antiquity']",เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่าจักรวรรดิอเคเมนิดชนะสงครามกรีก-เปอร์เซีย,ไทย,"1,437",2/2,,,,0
54193279,Ifs of History:What If Black Death was more harsher,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,04 Mar 2024,[],[],"['Alternate History', 'Alternate Universe - Historical', 'Essays', 'Canon Divergence-Medieval']","เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับถ้าหากว่ากาฬโรครุนแรงกว่าโลกเราประมาณ 90% จนส่งผลให้หลายๆอาณาจักรทั้งในยุโรป,เอเชียและแอฟริกาล่มสลาย",ไทย,497,2/2,,,,4
54132466,Ifs of History:What If All Extinction Event never happened,Yuunaverse Original (ohmmy),"['The Ifs of History - Joseph Edgar Chamberlin', 'Original Work']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,29 Feb 2024,[],[],"['Alternate History', 'Alternate Universe - Dinosaurs', 'Alternate Universe - Animals', 'speculative biology', 'Essays', 'Alternate Universe - Historical', 'Canon Divergence-Precambrian']","เรื่องราวเสริมของ Ifs of History:Expanded Universe เกี่ยวกับโลกที่การสูญพันธุ์ทั้งหมดตั้งแต่มหายุคพรีแคมเบรียน,มหายุคพาลีโอโซอิค,มหายุคมีโซโซอิคและมหายุคซีโนโซอิคไม่เคยเกิดขึ้นส่งผลให้สิ่งมีชีวิตหลายสายพันธุ์ยังหลงเหลือจนถึงปัจจุบัน",ไทย,758,2/2,,,,2
54129688,Eternity Ring Project:The Echoes Profile,Yuunaverse Original (ohmmy),"['Kid Eternity (Comics)', 'Quality Comics', 'Original Work']",General Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,20 Mar 2024,[],[],[],สารานุกรมเกี่ยวกับเอคโค่ในจักรวาล Eternity Ring Project,ไทย,869,3/3,,,,3
54129550,In your eyes,Saypan2544,['王様戦隊キングオージャー | Ohsama Sentai King-Ohger (TV)'],General Audiences,No Archive Warnings Apply,M/M,Complete Work,28 Feb 2024,['Jeramie Brasieri/Gira Husty'],"['Jeramie Brasieri', 'Gira Husty']","['Angst', 'Break Up', 'Inspired by Music']",Giramie break up at the end of ep.29,ไทย,"2,427",1/1,,8,,157
54111757,Too naive,Saypan2544,['王様戦隊キングオージャー | Ohsama Sentai King-Ohger (TV)'],Teen And Up Audiences,Graphic Depictions Of Violence,M/M,Complete Work,27 Feb 2024,"['Jeramie Brasieri/Gira Husty', 'Yanma Gast/Gira Husty']","['Gira Husty', 'Yanma Gast', 'Jeramie Brasieri']","['Out of Character', 'Alternate Universe - Actors', 'Stalking', 'Murder', 'Dead Dove: Do Not Eat', 'Molestation']",""" ดูเหมือนช่วงนี้จะโดนสตอล์กเกอร์ตามล่ะ "" จากนักแสดงละครเวทีสู่การรับบทบาทในภาพยนตร์และซีรีส์ชื่อดังทำให้กิระ ฮัสตี้ดังเป็นพลุแตก ทว่าความโด่งดังนั้นกลับแลกมาด้วยความไม่พอใจของใครบางคน... ...คนที่รู้สึกเหมือนว่าตัวเองกำลังถูกหมางเมินจากคนรักในจินตนาการ",ไทย,"8,767",1/1,,4,,84
54109048,Dinomaster Resurgence:The Card Collection,ohmmy,"['Dinomaster Duel Dinosaur Card (Cartoon)', 'Dinomaster Duel Dinosaur Card (TCG)']",General Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,27 Feb 2024,[],[],[],สารานุกรมการ์ดแฟนเมดของ Dinomaster Resurgence,ไทย,25,1/1,,,,1
54106039,Dinomaster X RWBY:The Extinction Event,ohmmy,"['Dinomaster Duel Dinosaur Card (Cartoon)', 'Dinomaster Duel Dinosaur Card (TCG)', 'RWBY']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,27 Feb 2024,[],[],"['Crossover', 'Crossovers & Fandom Fusions', 'Beacon Era (RWBY)', 'Dinomaster Enigma']",ในระหว่างที่ทัชและโลเวน่ากำลังหาทางหลบหนีจากต่างมิติหลังจากต่อกรกับอัลติเมท มาฟัว อาร์คเน่ พวกเขาได้ร่วงลงไปที่บริเวณหน้าร้าน From Dust till Down ระหว่างที่รูบี้ โรสกำลังต่อสู้กับโรมัน ทอร์ชวิคซ์และลูกสมุนของเขาและด้วยปาฏิหารณ์ของไลฟ์คริสตัลที่อยู่ในตัวทัชและโลเวน่าได้ทำให้พวกทัชสามารถอัญเชิญไดโนการ์ดออกมาจัดการกับพวกโรมัน ทอร์ชวิคซ์และถูกชวนไปเรียนโรงเรียนเบียคอน แม้ว่าพวกเขาจะไม่มีทั้งออร่าและเซมแบลนซ์ด้วยซ้ำ ในขณะเดียวกันนั้นเอง ซาเล็มก็ได้เล็งเห็นศักยภาพของไลฟ์คริสตัลทำให้เธอต้องการตัวของทัชและโลเวน่ามาเปลี่ยนเป็นกริมม์แบบเดียวกับเหล่าฮันเตอร์ที่เธอจับมาได้โดยเฉพาะซัมเมอร์ โรส,ไทย,613,1/1,,,,1
54105475,Dinomaster X Dinosaur King: The Primitive War,ohmmy,"['Dinomaster Duel Dinosaur Card (Cartoon)', 'Dinomaster Duel Dinosaur Card (TCG)', '古代王者恐竜キング | Dinosaur King']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,27 Feb 2024,[],[],"['Crossover', 'Crossovers & Fandom Fusions', 'Dinomaster Enigma', 'Dinosaur King:Mesozoic Meltdown']",การต่อสู้ของทัชและโลเวน่ากับอัลติเมท มาฟัว อาร์คเน่ในต่างมิติได้เกิดผลกระทบที่รุนแรงต่อเส้นเวลาจนทำให้ยานแบ็คแลนเดอร์ของครอบครัวแอนเชี่ยนต์และดร.โซนอยดะเกิดอุบัติเหตุกลางคันจนทำให้ยานของพวกเขาตกลงไปที่มหาวิหารที่อเมริกาใต้ของโลกไดโนมาสเตอร์อย่างไม่ทราบสาเหตุและนั่นทำให้โจรสลัดอวกาศซันจาร์คที่เริ่มฟื้นฟูหลังจากการต่อสู้ในตอนจบของ Dinosaur King:Pterosaur Legend ได้เริ่มวางแผนบุกโลกของไดโนมาสเตอร์หลังจากที่พวกเขาได้รับรู้ถึงอำนาจของไลฟ์คริสตัลจากการต่อสู้ในต่างมิติและนั่นทำให้ดีทีมต้องกลับมารวมทีมกันอีกครั้งในการเดินทางไปยังโลกของไดโนมาสเตอร์เพื่อหยุดแผนการของโจรสลัดอวกาศซันจาร์คที่นำโดยโกม่า,ไทย,629,1/1,,,,6
54105208,Dinomaster X Yugioh: The Bond Beyond Universe,ohmmy,"['Dinomaster Duel Dinosaur Card (Cartoon)', 'Dinomaster Duel Dinosaur Card (TCG)', 'Yu-Gi-Oh! - All Media Types']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,27 Feb 2024,[],[],"['Crossovers & Fandom Fusions', 'Out of Character', 'Crossover', 'Post-Yu-Gi-Oh! Bonds Beyond Time', 'Post-Dinomaster Enigma']","พาราด็อกซ์ หนึ่งในศัตรูของฟุโด ยูเซย์และทีม 5Ds นั้นหลังจากที่เขาพ่ายแพ้ต่อยูกิ มุโต,ฟุโด ยูเซย์และยูกิ จูไดในเหตุการณ์ของ Yugioh The Movie:The Bond Beyond Time เขาได้หลงเข้าไปในช่องว่างมิติจนกระทั่งเขาได้พบกับอัลติเมท มาฟัว อาร์คเน่ที่ถูกขังในอีกมิติหนึ่งและอีกฝ่ายได้เล่าเรื่องราวเกี่ยวกับการ์ดเกม Dinomaster Duel Dinosaur Card ให้กับพาราด็อกซ์ฟังและทำให้อีกฝ่ายได้รู้ว่าสเกลพลังของโลกไดโนมาสเตอร์นั้นต่ำกว่าโลกยูกิโอส่งผลให้พาราด็อกซ์ได้พามาฟัว อาร์คเน่ออกมาจากมิติที่ผนึกเธอไว้เพื่อบุกโลกของไดโนมาสเตอร์ทันทีพร้อมกับการ์ดมอนสเตอร์มาเลฟิคชุดใหม่ของเขาที่ได้มาจากจักรวาล Yugioh Zexal,Yugioh Arc-V และ Yugioh Vrains เพื่อใช้ในการยึดครองโลกของไดโนมาสเตอร์",ไทย,647,1/1,,,,4
54087577,"Oh, my little deer",Hellaaaaa,['Hazbin Hotel (Cartoon)'],Not Rated,No Archive Warnings Apply,"M/M, Multi",Complete Work,09 Mar 2024,"['Alastor & Lucifer Magne | Morningstar', 'Alastor (Hazbin Hotel) & Original Female Character(s)', 'Alastor/Lucifer Magne | Morningstar']","['Alastor (Hazbin Hotel)', ""Alastor's Shadow (Hazbin Hotel)"", ""Alastor's Grandmother (Hazbin Hotel)"", 'Lucifer Magne | Morningstar', 'Original Hazbin Hotel Character(s)']","['Original Character(s)', 'Alastor’s grandma', 'Fluff', 'Soft Alastor (Hazbin Hotel)', 'Alastor Has a Heart (Hazbin Hotel)', 'Divorced Lucifer Magne | Morningstar', 'Cannibalism', 'Alastor has long hair', 'Fluff and Smut']",ปีศาจวิทยุหายไป 7 ปี เกิดอะไรขึ้นกับเขาบ้าง? และหลังจากนั้น? OC เป็นคุณยายของอลาสเตอร์ และเธอก็อยากได้ลูซิเฟอร์มาเป็นหลานสะใภ้ (ฉันงานยุ่งมาก และการเขียนของฉันก็เละเทะ) (ฉันต้องการความนุ่มนิ่ม ดังนั้นความสัมพันธ์ระหว่างพวกเขาจะดำเนินไปด้วยความรวดเร็ว),ไทย,"105,495",15/15,27,59,8,"1,363"
54079084,Dinomaster Resurgence:The Almanac,ohmmy,"['Dinomaster Duel Dinosaur Card (Cartoon)', 'Dinomaster Duel Dinosaur Card (TCG)']",General Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,27 Feb 2024,[],[],"['Essays', 'Worldbuilding', 'Alternate Universe - Canon Divergence', 'Alternate Universe - Space Opera', 'Alternate Universe - Honkai: Star Rail Fusion', 'Science Fiction & Fantasy']",สารานุกรมจักรวาล Dinomaster Resurgence,ไทย,"4,527",3/3,,1,,33
54064993,Dinomaster Resurgence:The Anthology,ohmmy,"['Dinomaster Duel Dinosaur Card (Cartoon)', 'Dinomaster Duel Dinosaur Card (TCG)']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,25 Feb 2024,[],[],"['One Shot Collection', 'Anthology', 'Science Fiction & Fantasy', 'Space Opera', 'Alternate Universe - Honkai: Star Rail Fusion', 'Alternate Universe - Space Opera', 'Alternate Universe - Canon Divergence']",รวมเรื่องสั้นของจักรวาล Dinomaster Resurgence เสริมเรื่องราวของจักรวาลนี้และอธิบายถึงชะตากรรมของตัวละครไดโนมาสเตอร์ของจักรวาลหลักในจักรวาลนี้รวมถึงเรื่องราวเสริมของมิติต่างๆที่ยานสำรวจบีเกิลของพวกตัวเอกหลักเดินทางไปสำรวจด้วย,ไทย,203,1/1,,,,7
54062179,Dinomaster Resurgence,ohmmy,"['Dinomaster Duel Dinosaur Card (Cartoon)', 'Dinomaster Duel Dinosaur Card (TCG)']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,25 Feb 2024,[],[],"['Adventure', 'Space Opera', 'Alternate Universe - Canon Divergence', 'reference to Dinomaster Duel Dinosaur Card Cartoon', 'Reference to Dinomaster Duel Dinosaur Card TCG', 'Alternate Universe - Honkai: Star Rail Fusion', 'Science Fiction & Fantasy', 'A Wagon Trains to Star', 'Multiverse', 'Dimension Travel', 'Transformation', 'Gender or Sex Swap']","คณะสำรวจแอนตาร์กติกาของดร.ไบรท์,ดร.ซามัว,เจนนิเฟอร์และมานะ คงกระพันธ์ที่ได้ไปสำรวจแอนตาร์กติกาและได้เจอกับแผ่นหินโบราณที่ระบุรหัสพันธุกรรมของสิ่งมีชีวิตทุกชนิดตั้งแต่ยุคพรีแคมเบรียนไปจนถึงสิ่งมีชีวิตที่สูญพันธุ์ไปแล้วในยุคของมนุษย์พร้อมกับแท่งคริสตัลขนาดใหญ่ซึ่งได้ทำให้แผ่นหินโบราณนั้นทำให้ไดโนเสาร์ได้ถูกอัญเชิญออกมาจากแผ่นหินจนทำให้รัฐบาลสหพันธ์โลกต้องส่งคนไปที่วิหารแห่งนั้นและเก็บตัวอย่างของแผ่นหินและไลฟ์คริสตัล คริสตัลแห่งชีวิตที่คาดการณ์ว่าบรรจุรหัสพันธุกรรมของสิ่งมีชีวิตทั้งโลกเอาไว้และนั่นได้เป็นจุดเปลี่ยนสำคัญของประวัติศาสตร์ของจักรวาล Dinomaster Duel Dinosaur Card ไปตลอดกาลเพราะเหตุการณ์นั้นได้ทำให้การ์ดเกมไดโนมาสเตอร์ไม่เคยเกิดขึ้นแต่กระนั้นไดโนมาสเตอร์ยังคงอยู่ในฐานะการ์ดเกมของเหล่าผู้มาเยือนในการเดินทางข้ามจักรวาลเพื่อหยุดการแพร่กระจายของเดธคริสตัลที่ค่อยกัดกินดาวดวงต่างๆ",ไทย,"1,514",1/1,,,,3
54017530,Lightweight,CMIYC,"['Record of Ragnarok (Manga)', 'Record of Ragnarok (Anime)']",Teen And Up Audiences,No Archive Warnings Apply,Gen,Work in Progress,16 Mar 2024,['implied Odin/Adamas'],"['Adamas (Record of Ragnarok)', 'Hades (Record of Ragnarok)', 'Poseidon (Record of Ragnarok)', 'Zeus (Record of Ragnarok)', 'Odin (Record of Ragnarok)', 'Hermes (Record of Ragnarok)']",[],อดามัสเมา และอย่าลืมสโลแกน เมาไม่ขับ ถูกจับ คุมประพฤติ และ OOC ฉันไม่ได้เป็นเจ้าของตัวละครและ เรื่อง Record of Ragnarok,ไทย,"18,415",2/?,2,4,,59
54013684,Yummy,Hellaaaaa,['Hazbin Hotel (Cartoon)'],Teen And Up Audiences,"Graphic Depictions Of Violence, Major Character Death","M/M, Other",Work in Progress,24 Feb 2024,[],"['Alastor (Hazbin Hotel)', 'Original Hazbin Hotel Character(s)']","['Cannibalism', 'Human Alastor (Hazbin Hotel)']",มันเป็นรักข้างเดียวของ OC ที่มีต่ออลาสเตอร์ และมิตรภาพอันดีระหว่างคนไม่ปกติสองคน... (เนื้อเรื่องดำเนินเร็วมาก เพราะฉันแค่อยากระบายความฟุ้งซ่าน… ฉันงานยุ่งเกินกว่าจะหาเวลาเขียนดีๆ ตอนนี้ฉันยังไม่มีแพลนให้พวกเขาลงเอยกัน แต่ในอนาคตอาจเปลี่ยนใจ นอกจากนี้ความรู้ของฉันเกี่ยวกับ Hazbin Hotel ก็ต่ำมาก โปรดอย่าทุบตีฉัน เพียงแค่กดออกไปถ้าคุณไม่ชอบ โอเค?),ไทย,"11,239",2/?,3,3,,40
53987476,Beef Guy got transmigrated into the Marquis' son short prompt,Anonymous,['역대급 영지 설계사 | The Greatest Estate Developer (Webcomic)'],Not Rated,Choose Not To Use Archive Warnings,M/M,Complete Work,22 Feb 2024,"['Beef Guy/Kim Suho | Lloyd Frontera', 'Beef Guy&Kim Suho | Lloyd Frontera']","['Kim Suho | Lloyd Frontera', 'Beef Guy(The Greatest Estate Developer)', 'Javier Asrahan']","[""Beef Guy in random Marquis' son"", 'Dating hint between beef guy and suho', 'this is just a short prompt I brought from Twitter!', ""hey let's ship them"", 'you can use my prompt if you want', 'but ask me first', 'Man just give my boy a name please', 'Double Transmigration', 'maybe?? - Freeform']",What would happen if Beef Guy was transmigrated into the Marquis' son's body? He didn't know where he was. And met 'Lloyd Frontera' one day. (Just a short prompt in Thai),ไทย,"5,135",1/1,2,36,1,352
53962321,The Head Shift:Fanfiction Edition,Yuunaverse Original (ohmmy),"['Original Work', 'Multi-Fandom', 'The Great Shift - Fandom']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,21 Feb 2024,[],[],"['Slice of Life', 'Transformation', 'Gender or Sex Swap', 'Head Swap']",Head Shift(เฮดชิฟต์) เป็นปรากฏการณ์ที่จะทำการสลับหัวมนุษย์ทุกคนจากร่างหนึ่งไปอีกร่างหนึ่งหลังจากคลื่นสลับหัวได้เคลื่อนผ่านมายังโลกจนกลายเป็นส่วนหนึ่งของโลกไปในช่วงเริ่มต้นทศวรรษที่ 2020 และนั่นทำให้มนุษย์ทุกคนต้องอยู่ในร่างแปลงแบบสุ่มภายในเวลาทุกๆ 1 สัปดาห์ต่อเดือนและนี่คือเรื่องราวของผม ยูนะ ยูคาริ ที่ต้องใช้ชีวิตในร่างๆใหม่ทุกๆวันที่ไม่ซ้ำกันในฉบับแฟนฟิคชั่น,ไทย,408,1/1,,,,22
53962267,The Head Shift:Original Edition,Yuunaverse Original (ohmmy),"['Original Work', 'Multi-Fandom', 'The Great Shift - Fandom']",Teen And Up Audiences,Choose Not To Use Archive Warnings,No category,Complete Work,21 Feb 2024,[],[],"['Transformation', 'Gender or Sex Swap', 'Slice of Life', 'Head Swap']",Head Shift(เฮดชิฟต์) เป็นปรากฏการณ์ที่จะทำการสลับหัวมนุษย์ทุกคนจากร่างหนึ่งไปอีกร่างหนึ่งหลังจากคลื่นสลับหัวได้เคลื่อนผ่านมายังโลกจนกลายเป็นส่วนหนึ่งของโลกไปในช่วงเริ่มต้นทศวรรษที่ 2020 และนั่นทำให้มนุษย์ทุกคนต้องอยู่ในร่างแปลงแบบสุ่มภายในเวลาทุกๆ 1 สัปดาห์ต่อเดือนและนี่คือเรื่องราวของผม ยูนะ ยูคาริ ที่ต้องใช้ชีวิตในร่างๆใหม่ทุกๆวันที่ไม่ซ้ำกันในฉบับออริจินอล,ไทย,407,1/1,,,,18
53961670,Line by Line,EveningEarlgrey,"['The Imitation Game (2014)', 'Nativity! (Movies - Isitt)']",General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,21 Feb 2024,['Alan Turing/Paul Maddens'],"['Alan Turing', 'Paul Maddens']","['Fluff', 'With A Twist']",'cause I don't wanna say goodbye,ไทย,"6,967",1/1,,,,10
53948458,"In the end, your wish will become true",SORNYA,"['Percy Jackson and the Olympians - Rick Riordan', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types']",Teen And Up Audiences,Major Character Death,M/M,Complete Work,20 Feb 2024,"['Percy Jackson/Ethan Nakamura', 'Nico di Angelo/Percy Jackson(mentioned)']","['Percy Jackson', 'Annabeth Chase (Percy Jackson)', 'Luke Castellan', 'Ethan Nakamura', 'Grover Underwood', 'Nico di Angelo', 'Rachel Elizabeth Dare', 'Nemesis (Percy Jackson)', 'Zeus (Percy Jackson)', 'Kronos (Percy Jackson)', 'Poseidon (Percy Jackson)', 'Sally Jackson (Percy Jackson)', 'Paul Blofis', 'Charles Beckendorf', 'Daedalus (Percy Jackson)', 'Thalia Grace(mentioned)', 'ฺBlackjack', 'Apollo (Percy Jackson)', 'Aphrodite (Percy Jackson)', ""Mrs. O'Leary (Percy Jackson)""]","['War', 'Character Death', 'Blood and Injury']",สงครามสุดท้ายระหว่างมนุษย์กึ่งเทพ อสุรกาย เทพเจ้าและไททันกำลังจะเริ่มขึ้น แต่ดูเหมือนว่าระหว่างเพอร์ซี่และอีธานจะเริ่มมีอะไรเกิดขึ้น ซึ่งสิ่งนัั้นไม่น่าจะเกิดขึ้นกับทั้งสองคนในช่วงเวลานี้,ไทย,"19,728",2/2,2,4,,103
